STATION,TIME,ENTRIES,EXITS
34 ST PENN STA,20151212,1065014.0,914522.5
34 ST PENN STA,20160109,2538542.0,2178051.5
34 ST PENN STA,20160206,991998.0,859725.5
34 ST PENN STA,20160305,985298.0,845601.0
34 ST PENN STA,20160402,34444365.5,1519849.5
34 ST PENN STA,20160430,1047535.5,910720.0
34 ST PENN STA,20160528,946441.5,816300.0
34 ST PENN STA,20160625,926897.5,804717.0
34 ST PENN STA,20160723,923969.0,792004.0
34 ST PENN STA,20160820,859599.0,750993.0
34 ST PENN STA,20160917,941764.0,815871.5
34 ST PENN STA,20161015,946900.0,825456.5
34 ST PENN STA,20161112,1025964.5,874373.5
34 ST PENN STA,20161210,1040728.5,897797.0
34 ST PENN STA,20170107,34190249.5,9114868.0
34 ST PENN STA,20170204,961438.0,825887.5
34 ST PENN STA,20170304,955288.0,827325.0
34 ST PENN STA,20150404,485909.0,415391.5
36 ST,20150418,106848.0,67357.5
36 ST,20150516,105086.5,68505.5
36 ST,20150613,104989.0,69925.5
36 ST,20150711,133456.5,105990.0
36 ST,20150808,96433.5,64928.5
36 ST,20150905,101311.5,66404.5
36 ST,20151003,109492.0,67158.5
36 ST,20151031,108132.0,66558.5
36 ST,20151128,108768.0,65942.0
36 ST,20151226,93660.0,58566.0
36 ST,20160123,103441.5,62707.0
36 ST,20160220,104736.5,65583.5
36 ST,20160319,134335808.5,268499200.0
36 ST,20160416,112851.0,66547.0
36 ST,20160514,151119812.5,882579.5
36 ST,20160611,107175.5,68841.5
36 ST,20160709,99529.5,55506.0
36 ST,20160806,94727.0,57082.5
36 ST,20160903,100868.0,58903.5
36 ST,20161001,109904.0,64388.5
36 ST,20161029,109561.0,63280.5
36 ST,20161126,105540.5,61057.5
36 ST,20161224,97060.5,55550.5
36 ST,20170121,101944.5,57455.5
36 ST,20170218,103859.0,57877.0
36 ST,20170318,111666.0,65273.0
40 ST LOWERY ST,20150404,62373.5,46388.5
40 ST LOWERY ST,20150502,65830.5,49551.5
40 ST LOWERY ST,20150530,63604.0,46372.5
40 ST LOWERY ST,20150627,58078.5,44258.0
40 ST LOWERY ST,20150725,59383.5,44808.0
40 ST LOWERY ST,20150822,57011.5,43409.0
40 ST LOWERY ST,20150919,66435.0,48402.0
40 ST LOWERY ST,20151017,68759.5,50696.5
40 ST LOWERY ST,20151114,69368.5,56216.0
40 ST LOWERY ST,20151212,63751.0,51286.5
40 ST LOWERY ST,20160109,62773.5,52213.5
40 ST LOWERY ST,20160206,65790.5,54087.5
40 ST LOWERY ST,20160305,64169.0,51326.5
40 ST LOWERY ST,20160402,63112.0,47363.5
40 ST LOWERY ST,20160430,61447.5,47323.5
40 ST LOWERY ST,20160528,61879.0,47529.5
40 ST LOWERY ST,20160625,60700.5,46166.0
40 ST LOWERY ST,20160723,59928.5,45204.0
40 ST LOWERY ST,20160820,57082.0,43053.5
40 ST LOWERY ST,20160917,67677.0,49574.0
40 ST LOWERY ST,20161015,65000.5,48797.5
40 ST LOWERY ST,20161112,65942.5,55143.0
40 ST LOWERY ST,20161210,66929.0,54688.5
40 ST LOWERY ST,20170107,59383.5,48448.0
40 ST LOWERY ST,20170204,60821.0,48738.5
40 ST LOWERY ST,20170304,60929.5,47082.0
40 ST LOWERY ST,20150404,123299.5,129157.0
42 ST BRYANT PK,20150418,196586.0,221140.5
42 ST BRYANT PK,20150516,199990.5,225651.0
42 ST BRYANT PK,20150613,203450.0,229427.0
42 ST BRYANT PK,20150711,200186.0,228041.5
42 ST BRYANT PK,20150808,196582.0,222493.5
42 ST BRYANT PK,20150905,180284.0,199316.5
42 ST BRYANT PK,20151003,203406.5,231367.5
42 ST BRYANT PK,20151031,233045.0,240600.5
42 ST BRYANT PK,20151128,243165.5,246260.0
42 ST BRYANT PK,20151226,203290.5,211879.5
42 ST BRYANT PK,20160123,210631.0,215784.0
42 ST BRYANT PK,20160220,217704.0,223470.0
42 ST BRYANT PK,20160319,196498.5,224374.5
42 ST BRYANT PK,20160416,200477.5,225330.0
42 ST BRYANT PK,20160514,209068.5,228287.5
42 ST BRYANT PK,20160611,220960.5,244567.5
42 ST BRYANT PK,20160709,220645.5,239239.0
42 ST BRYANT PK,20160806,214738.5,232766.0
42 ST BRYANT PK,20160903,210804.0,226850.0
42 ST BRYANT PK,20161001,218476.5,243198.5
42 ST BRYANT PK,20161029,237748.5,244175.0
42 ST BRYANT PK,20161126,258173.5,244249.5
42 ST BRYANT PK,20161224,216163.5,210874.5
42 ST BRYANT PK,20170121,221269.5,219961.5
42 ST BRYANT PK,20170218,209269.0,203272.0
42 ST BRYANT PK,20170318,206722.0,223681.0
45 ST,20150404,43855.0,24521.5
45 ST,20150502,45499.0,25237.0
45 ST,20150530,43330.5,24605.0
45 ST,20150627,39996.5,22504.5
45 ST,20150725,39928.5,21919.5
45 ST,20150822,38828.5,21936.5
45 ST,20150919,43087.0,23545.5
45 ST,20151017,44806.5,24186.5
45 ST,20151114,43740.0,25746.0
45 ST,20151212,42730.5,25310.5
45 ST,20160109,42652.5,25497.0
45 ST,20160206,45037.5,25529.0
45 ST,20160305,45320.0,23105.0
45 ST,20160402,43032.5,23726.0
45 ST,20160430,41531.5,23151.5
45 ST,20160528,39794.5,23112.0
45 ST,20160625,38886.5,23573.0
45 ST,20160723,37962.5,22257.0
45 ST,20160820,37014.0,23067.5
45 ST,20160917,42460.0,24073.5
45 ST,20161015,52191.0,31088.5
45 ST,20161112,43351.5,24931.5
45 ST,20161210,59728.0,26414.0
45 ST,20170107,39090.0,22661.0
45 ST,20170204,44358.5,26121.0
45 ST,20170304,44277.5,23918.5
45 ST,20150404,51651.5,32597.5
46 ST,20150418,57802.0,42564.5
46 ST,20150516,55938.0,41217.0
46 ST,20150613,55881.0,41992.5
46 ST,20150711,50566.5,37698.0
46 ST,20150808,48392.5,37009.0
46 ST,20150905,52844.5,39256.5
46 ST,20151003,57260.5,42456.5
46 ST,20151031,57604.5,41309.5
46 ST,20151128,57122.5,40492.0
46 ST,20151226,49152.5,36411.0
46 ST,20160123,51891.0,37450.5
46 ST,20160220,55184.0,39592.5
46 ST,20160319,55872.5,41743.5
46 ST,20160416,55127.0,40085.0
46 ST,20160514,53868.5,38768.5
46 ST,20160611,54185.5,38894.0
46 ST,20160709,51336.0,37822.5
46 ST,20160806,48900.0,36215.0
46 ST,20160903,51372.0,37689.5
46 ST,20161001,53883.0,38936.5
46 ST,20161029,56493.0,40406.0
46 ST,20161126,54498.5,37488.0
46 ST,20161224,48289.0,35291.0
46 ST,20170121,50198.0,34965.0
46 ST,20170218,51234.0,36810.0
46 ST,20170318,54064.0,39500.5
46 ST BLISS ST,20150404,81914.0,53734.5
46 ST BLISS ST,20150502,86616.0,55780.0
46 ST BLISS ST,20150530,85231.5,54700.5
46 ST BLISS ST,20150627,80967.0,54876.0
46 ST BLISS ST,20150725,82842.0,54721.0
46 ST BLISS ST,20150822,79593.0,52201.0
46 ST BLISS ST,20150919,86694.5,55490.5
46 ST BLISS ST,20151017,89190.0,56929.5
46 ST BLISS ST,20151114,91088.5,63392.5
46 ST BLISS ST,20151212,84807.5,60389.0
46 ST BLISS ST,20160109,82838.5,59327.0
46 ST BLISS ST,20160206,85876.0,61935.0
46 ST BLISS ST,20160305,84935.0,55756.0
46 ST BLISS ST,20160402,84192.0,53525.5
46 ST BLISS ST,20160430,82033.5,51456.5
46 ST BLISS ST,20160528,84001.5,53302.0
46 ST BLISS ST,20160625,82218.0,53608.0
46 ST BLISS ST,20160723,80499.0,52245.5
46 ST BLISS ST,20160820,77798.0,51000.0
46 ST BLISS ST,20160917,87413.5,55816.0
46 ST BLISS ST,20161015,84724.0,53434.5
46 ST BLISS ST,20161112,87050.0,59472.5
46 ST BLISS ST,20161210,87170.0,61331.0
46 ST BLISS ST,20170107,77820.5,57794.0
46 ST BLISS ST,20170204,78637.0,56237.0
46 ST BLISS ST,20170304,78960.0,53347.5
46 ST BLISS ST,20150404,194377.5,203430.5
47 50 ST ROCK,20150418,307224.0,362805.0
47 50 ST ROCK,20150516,306883.5,358823.0
47 50 ST ROCK,20150613,310415.5,362405.5
47 50 ST ROCK,20150711,302105.5,349986.0
47 50 ST ROCK,20150808,296105.5,343932.0
47 50 ST ROCK,20150905,286469.5,332189.0
47 50 ST ROCK,20151003,316797.0,363317.0
47 50 ST ROCK,20151031,350658.5,372943.5
47 50 ST ROCK,20151128,398389.0,427594.0
47 50 ST ROCK,20151226,8747219.0,378753.5
47 50 ST ROCK,20160123,314903.0,339690.0
47 50 ST ROCK,20160220,6620115.5,7203392.0
47 50 ST ROCK,20160319,305785.0,357121.5
47 50 ST ROCK,20160416,296568.0,840929.0
47 50 ST ROCK,20160514,302017.5,348636.5
47 50 ST ROCK,20160611,305860.5,360268.5
47 50 ST ROCK,20160709,297768.5,344328.0
47 50 ST ROCK,20160806,292698.0,339679.5
47 50 ST ROCK,20160903,282309.5,331486.0
47 50 ST ROCK,20161001,296786.0,349113.0
47 50 ST ROCK,20161029,342141.5,356083.5
47 50 ST ROCK,20161126,395188.0,419806.5
47 50 ST ROCK,20161224,349790.5,357454.5
47 50 ST ROCK,20170121,311026.5,330771.5
47 50 ST ROCK,20170218,306352.0,325094.5
47 50 ST ROCK,20170318,302257.5,347924.5
5 AV 53 ST,20150404,145920.5,162904.5
5 AV 53 ST,20150502,144509.0,165954.0
5 AV 53 ST,20150530,149442.5,168211.0
5 AV 53 ST,20150627,145329.0,163935.5
5 AV 53 ST,20150725,143507.0,159885.5
5 AV 53 ST,20150822,129398.5,146515.5
5 AV 53 ST,20150919,144892.0,160143.5
5 AV 53 ST,20151017,137043.0,149609.5
5 AV 53 ST,20151114,146981.0,166904.0
5 AV 53 ST,20151212,135290.5,157593.5
5 AV 53 ST,20160109,131522.5,149451.5
5 AV 53 ST,20160206,134037.0,152596.5
5 AV 53 ST,20160305,126447.5,142235.0
5 AV 53 ST,20160402,140572.5,153362.5
5 AV 53 ST,20160430,140682.5,156929.5
5 AV 53 ST,20160528,128960.0,142412.5
5 AV 53 ST,20160625,129994.0,142300.0
5 AV 53 ST,20160723,130116.0,144965.5
5 AV 53 ST,20160820,121701.5,129436.5
5 AV 53 ST,20160917,132297.0,144263.5
5 AV 53 ST,20161015,137041.5,152650.0
5 AV 53 ST,20161112,143823.5,161033.0
5 AV 53 ST,20161210,152642.0,180130.5
5 AV 53 ST,20170107,126199.0,136169.5
5 AV 53 ST,20170204,124930.0,139359.0
5 AV 53 ST,20170304,135473.0,153884.0
5 AV 53 ST,20150404,120769.5,116389.0
5 AV 59 ST,20150418,116312.0,86609.0
5 AV 59 ST,20150516,119352.0,84814.0
5 AV 59 ST,20150613,118947.5,87977.5
5 AV 59 ST,20150711,114018.5,84921.0
5 AV 59 ST,20150808,107558.5,81039.0
5 AV 59 ST,20150905,106274.5,80243.5
5 AV 59 ST,20151003,114417.5,85315.5
5 AV 59 ST,20151031,111155.5,84251.0
5 AV 59 ST,20151128,105405.5,83193.0
5 AV 59 ST,20151226,95625.0,74619.0
5 AV 59 ST,20160123,90255.5,68327.5
5 AV 59 ST,20160220,92054.5,69625.5
5 AV 59 ST,20160319,101281.0,75510.0
5 AV 59 ST,20160416,108588.5,79367.5
5 AV 59 ST,20160514,110023.0,77722.5
5 AV 59 ST,20160611,113933.0,82077.0
5 AV 59 ST,20160709,116625.0,85556.5
5 AV 59 ST,20160806,113074.0,83561.5
5 AV 59 ST,20160903,109743.5,80510.0
5 AV 59 ST,20161001,111626.0,80556.0
5 AV 59 ST,20161029,113551.5,83652.0
5 AV 59 ST,20161126,103454.5,78574.0
5 AV 59 ST,20161224,92818.5,71343.0
5 AV 59 ST,20170121,84092.0,64675.5
5 AV 59 ST,20170218,91041.0,68406.5
5 AV 59 ST,20170318,94616.5,70922.0
50 ST,20150404,260537.0,235049.5
50 ST,20150502,267907.5,245259.0
50 ST,20150530,269683.0,244900.5
50 ST,20150627,250839.5,224352.5
50 ST,20150725,252426.0,223773.5
50 ST,20150822,232823.5,204840.5
50 ST,20150919,265116.0,232318.5
50 ST,20151017,275233.5,236320.0
50 ST,20151114,292529.0,245854.0
50 ST,20151212,291272.5,246123.0
50 ST,20160109,274975.5,231591.5
50 ST,20160206,283394.5,233436.5
50 ST,20160305,278908.5,232305.5
50 ST,20160402,269025.0,228146.5
50 ST,20160430,807870.5,399673.0
50 ST,20160528,264037.0,224998.5
50 ST,20160625,245208.5,216328.0
50 ST,20160723,242255.0,228071.0
50 ST,20160820,226006.5,205048.0
50 ST,20160917,261889.0,232109.0
50 ST,20161015,271056.5,228789.0
50 ST,20161112,298605.5,243284.5
50 ST,20161210,319914.5,261474.0
50 ST,20170107,278319.0,228625.0
50 ST,20170204,270007.5,219406.5
50 ST,20170304,276671.5,232244.0
50 ST,20150404,186527.5,172323.0
51 ST,20150418,99132.0,109235.5
51 ST,20150516,116238.5,127610.0
51 ST,20150613,120976.5,128658.5
51 ST,20150711,115906.5,115732.0
51 ST,20150808,112725.5,124580.5
51 ST,20150905,107306.0,123238.5
51 ST,20151003,118963.5,137989.5
51 ST,20151031,132216.0,145243.5
51 ST,20151128,140624.5,152243.0
51 ST,20151226,114639.0,123035.0
51 ST,20160123,122296.5,136586.5
51 ST,20160220,124359.5,137310.5
51 ST,20160319,114973.5,133973.0
51 ST,20160416,117081.0,137458.0
51 ST,20160514,107101.5,123762.0
51 ST,20160611,119996.0,141570.0
51 ST,20160709,115084.5,137328.0
51 ST,20160806,106646.0,126034.5
51 ST,20160903,110721.5,129658.0
51 ST,20161001,117434.5,134724.5
51 ST,20161029,126908.5,142069.5
51 ST,20161126,122429.5,132876.5
51 ST,20161224,117779.0,130774.5
51 ST,20170121,117896.5,130562.0
51 ST,20170218,118929.0,133433.0
51 ST,20170318,108891.0,126618.5
55 ST,20150404,10877.5,5460.0
55 ST,20150502,11026.5,5533.0
55 ST,20150530,11050.0,5734.5
55 ST,20150627,10221.5,5543.5
55 ST,20150725,10313.5,5255.5
55 ST,20150822,10466.5,5370.0
55 ST,20150919,10182.0,4960.0
55 ST,20151017,11679.5,5827.0
55 ST,20151114,12310.0,6057.0
55 ST,20151212,11717.5,5762.5
55 ST,20160109,12526.0,6025.0
55 ST,20160206,13373.5,6958.5
55 ST,20160305,13360.5,7253.5
55 ST,20160402,13302.5,7009.0
55 ST,20160430,12208.5,6251.5
55 ST,20160528,12073.0,5828.5
55 ST,20160625,11709.0,5781.5
55 ST,20160723,11258.5,5652.5
55 ST,20160820,10696.0,5159.0
55 ST,20160917,12692.5,5968.0
55 ST,20161015,11097.0,5244.5
55 ST,20161112,13435.0,6230.0
55 ST,20161210,13550.5,6145.5
55 ST,20170107,12878.0,6152.0
55 ST,20170204,13078.0,6202.0
55 ST,20170304,13674.0,6298.0
55 ST,20150404,47027.5,42399.5
57 ST,20150418,83297.0,81683.5
57 ST,20150516,82915.0,78943.5
57 ST,20150613,78398.0,77177.5
57 ST,20150711,80793.0,78546.0
57 ST,20150808,78729.0,75971.0
57 ST,20150905,75545.5,73546.5
57 ST,20151003,86537.0,84549.5
57 ST,20151031,83959.5,82514.0
57 ST,20151128,79852.0,79874.5
57 ST,20151226,74838.0,71881.0
57 ST,20160123,73784.0,74410.0
57 ST,20160220,73553.0,73893.0
57 ST,20160319,83406.0,74912.0
57 ST,20160416,81528.5,75337.0
57 ST,20160514,85631.5,82544.5
57 ST,20160611,86352.5,84462.0
57 ST,20160709,85939.5,78640.0
57 ST,20160806,84646.0,81300.5
57 ST,20160903,81718.0,76063.0
57 ST,20161001,85596.0,83443.5
57 ST,20161029,83725.5,78324.0
57 ST,20161126,78588.0,73239.0
57 ST,20161224,74043.0,67526.0
57 ST,20170121,71195.5,72519.0
57 ST,20170218,60203.5,58768.5
57 ST,20170318,79202.0,75578.0
57 ST 7 AV,20150404,152278.0,104651.0
57 ST 7 AV,20150502,158885.5,106139.0
57 ST 7 AV,20150530,157445.0,106100.5
57 ST 7 AV,20150627,147208.0,99123.5
57 ST 7 AV,20150725,151994.5,101601.5
57 ST 7 AV,20150822,144411.5,97055.5
57 ST 7 AV,20150919,158720.0,108320.5
57 ST 7 AV,20151017,167277.5,114382.0
57 ST 7 AV,20151114,183336.5,116946.5
57 ST 7 AV,20151212,165298.5,107840.0
57 ST 7 AV,20160109,161756.0,106215.5
57 ST 7 AV,20160206,172855.5,108538.0
57 ST 7 AV,20160305,171254.5,113153.5
57 ST 7 AV,20160402,159282.5,110269.5
57 ST 7 AV,20160430,157169.0,110635.5
57 ST 7 AV,20160528,158180.5,110117.0
57 ST 7 AV,20160625,150975.0,104701.5
57 ST 7 AV,20160723,148401.0,103205.0
57 ST 7 AV,20160820,140643.5,96734.0
57 ST 7 AV,20160917,162290.0,111018.5
57 ST 7 AV,20161015,164189.5,111890.5
57 ST 7 AV,20161112,186413.5,119002.0
57 ST 7 AV,20161210,182356.0,114118.5
57 ST 7 AV,20170107,185219.5,120491.5
57 ST 7 AV,20170204,203414.0,133131.0
57 ST 7 AV,20170304,195262.0,128574.0
57 ST 7 AV,20150404,263910.5,222064.0
59 ST,20150418,361424.0,330980.0
59 ST,20150516,355421.0,328462.0
59 ST,20150613,351754.5,328549.0
59 ST,20150711,336707.0,321559.5
59 ST,20150808,313884.0,294854.5
59 ST,20150905,352051.0,317158.0
59 ST,20151003,365653.0,334011.0
59 ST,20151031,393042.5,343855.0
59 ST,20151128,397007.0,350383.0
59 ST,20151226,419561.0,342107.0
59 ST,20160123,452766.0,360626.0
59 ST,20160220,467398.5,378813.5
59 ST,20160319,422071.0,364516.0
59 ST,20160416,432362.5,369418.5
59 ST,20160514,442470.5,378477.5
59 ST,20160611,429380.5,363204.0
59 ST,20160709,409117.0,347653.5
59 ST,20160806,394481.0,333516.0
59 ST,20160903,413091.5,349348.0
59 ST,20161001,3106289.0,4610075.5
59 ST,20161029,471005.0,388665.5
59 ST,20161126,493394.0,404640.0
59 ST,20161224,406827.5,330565.5
59 ST,20170121,411728.5,330347.0
59 ST,20170218,417506.0,338094.5
59 ST,20170318,392555.0,328196.5
59 ST COLUMBUS,20150404,402043.0,353217.5
59 ST COLUMBUS,20150502,412923.0,363174.5
59 ST COLUMBUS,20150530,377174.5,333844.0
59 ST COLUMBUS,20150627,365211.5,324782.0
59 ST COLUMBUS,20150725,347956.0,305884.5
59 ST COLUMBUS,20150822,339014.5,287718.0
59 ST COLUMBUS,20150919,399153.0,347949.0
59 ST COLUMBUS,20151017,413899.5,353138.0
59 ST COLUMBUS,20151114,457248.0,359459.5
59 ST COLUMBUS,20151212,406959.5,320950.0
59 ST COLUMBUS,20160109,373874.0,291621.5
59 ST COLUMBUS,20160206,4954159.0,1515848.0
59 ST COLUMBUS,20160305,415754.5,327651.5
59 ST COLUMBUS,20160402,391086.5,322402.0
59 ST COLUMBUS,20160430,399397.5,343907.0
59 ST COLUMBUS,20160528,381207.5,329653.5
59 ST COLUMBUS,20160625,359792.0,310526.5
59 ST COLUMBUS,20160723,352059.0,299439.0
59 ST COLUMBUS,20160820,337318.0,293284.0
59 ST COLUMBUS,20160917,407104.5,358931.0
59 ST COLUMBUS,20161015,411466.5,358337.5
59 ST COLUMBUS,20161112,460754.0,374841.5
59 ST COLUMBUS,20161210,444745.5,363349.0
59 ST COLUMBUS,20170107,381030.5,312248.5
59 ST COLUMBUS,20170204,417308.5,340083.0
59 ST COLUMBUS,20170304,406412.5,345488.5
59 ST COLUMBUS,20150404,207287.5,174798.5
6 AV,20150418,29322.5,12597.0
6 AV,20150516,28257.5,12347.0
6 AV,20150613,31187.5,14146.5
6 AV,20150711,29911.5,14073.5
6 AV,20150808,27851.5,13571.5
6 AV,20150905,30584.0,15045.5
6 AV,20151003,33725.0,16487.0
6 AV,20151031,39006.5,17613.5
6 AV,20151128,38379.5,17113.5
6 AV,20151226,32453.0,14397.5
6 AV,20160123,36517.5,16840.0
6 AV,20160220,38302.5,17115.5
6 AV,20160319,32502.0,15932.5
6 AV,20160416,33734.5,16456.5
6 AV,20160514,32997.0,15467.0
6 AV,20160611,32679.5,15121.0
6 AV,20160709,30097.5,14021.0
6 AV,20160806,27021.5,13276.0
6 AV,20160903,29046.0,14719.0
6 AV,20161001,30146.0,15225.0
6 AV,20161029,34129.0,17186.5
6 AV,20161126,36383.0,17374.5
6 AV,20161224,29240.5,14052.0
6 AV,20170121,28310.0,13441.5
6 AV,20170218,35057.0,17080.5
6 AV,20170318,29701.0,15716.5
61 ST WOODSIDE,20150404,100086.0,90866.0
61 ST WOODSIDE,20150502,105119.5,96195.5
61 ST WOODSIDE,20150530,104934.0,96230.5
61 ST WOODSIDE,20150627,101002.5,93507.5
61 ST WOODSIDE,20150725,101884.0,94074.5
61 ST WOODSIDE,20150822,99694.5,92264.0
61 ST WOODSIDE,20150919,107962.0,99376.5
61 ST WOODSIDE,20151017,109007.0,100894.0
61 ST WOODSIDE,20151114,102398.0,89945.5
61 ST WOODSIDE,20151212,95250.0,86473.5
61 ST WOODSIDE,20160109,93268.0,84479.5
61 ST WOODSIDE,20160206,98418.0,89984.5
61 ST WOODSIDE,20160305,102093.5,97325.0
61 ST WOODSIDE,20160402,103130.0,96525.5
61 ST WOODSIDE,20160430,103291.0,98089.0
61 ST WOODSIDE,20160528,105665.0,97916.5
61 ST WOODSIDE,20160625,103188.5,95557.5
61 ST WOODSIDE,20160723,101512.5,94033.0
61 ST WOODSIDE,20160820,97545.0,90989.0
61 ST WOODSIDE,20160917,109562.0,100036.5
61 ST WOODSIDE,20161015,106770.5,100572.5
61 ST WOODSIDE,20161112,103385.0,94525.5
61 ST WOODSIDE,20161210,87103.0,80187.0
61 ST WOODSIDE,20170107,95398.5,89759.5
61 ST WOODSIDE,20170204,97116.0,90616.5
61 ST WOODSIDE,20170304,99824.0,91988.0
61 ST WOODSIDE,20150404,97454.0,66841.0
63 DR REGO PARK,20150418,97618.5,41443.0
63 DR REGO PARK,20150516,97748.5,41260.0
63 DR REGO PARK,20150613,97211.5,41197.5
63 DR REGO PARK,20150711,89054.0,41664.5
63 DR REGO PARK,20150808,88481.5,37391.0
63 DR REGO PARK,20150905,92103.0,37984.0
63 DR REGO PARK,20151003,98595.5,40108.0
63 DR REGO PARK,20151031,105610.0,43201.0
63 DR REGO PARK,20151128,106985.5,44444.5
63 DR REGO PARK,20151226,99186.5,39752.5
63 DR REGO PARK,20160123,98399.0,42332.5
63 DR REGO PARK,20160220,102012.5,40268.0
63 DR REGO PARK,20160319,96325.5,36545.0
63 DR REGO PARK,20160416,95712.5,35535.0
63 DR REGO PARK,20160514,95565.0,33727.0
63 DR REGO PARK,20160611,96138.0,40260.5
63 DR REGO PARK,20160709,91879.5,35819.5
63 DR REGO PARK,20160806,88430.0,37080.0
63 DR REGO PARK,20160903,89635.0,31359.0
63 DR REGO PARK,20161001,93089.0,33471.5
63 DR REGO PARK,20161029,101347.0,37716.0
63 DR REGO PARK,20161126,103108.0,38904.5
63 DR REGO PARK,20161224,93412.0,35128.0
63 DR REGO PARK,20170121,95890.5,35795.5
63 DR REGO PARK,20170218,98080.0,41208.5
63 DR REGO PARK,20170318,93773.5,34359.5
65 ST,20150404,23073.5,14594.5
65 ST,20150502,22711.0,14361.0
65 ST,20150530,22582.0,13947.0
65 ST,20150627,20956.0,13018.5
65 ST,20150725,19756.0,12340.5
65 ST,20150822,20666.5,14324.5
65 ST,20150919,22871.0,14842.0
65 ST,20151017,23289.0,15040.0
65 ST,20151114,23245.0,13930.5
65 ST,20151212,21660.5,13217.5
65 ST,20160109,21347.5,13327.5
65 ST,20160206,21783.0,13158.5
65 ST,20160305,23256.0,14770.0
65 ST,20160402,23031.5,14154.5
65 ST,20160430,23329.0,14246.0
65 ST,20160528,22892.5,14534.0
65 ST,20160625,21542.5,13632.5
65 ST,20160723,21331.0,13338.0
65 ST,20160820,19962.0,12777.0
65 ST,20160917,21670.5,13295.5
65 ST,20161015,22278.0,13760.5
65 ST,20161112,21805.5,12833.5
65 ST,20161210,22323.5,13261.5
65 ST,20170107,20443.5,12265.5
65 ST,20170204,19695.0,11688.5
65 ST,20170304,20961.5,12718.5
65 ST,20150404,70142.5,65619.0
66 ST LINCOLN,20150418,137698.0,134064.5
66 ST LINCOLN,20150516,130430.5,126967.0
66 ST LINCOLN,20150613,128372.5,125257.5
66 ST LINCOLN,20150711,114030.5,107081.5
66 ST LINCOLN,20150808,105071.0,94519.0
66 ST LINCOLN,20150905,121416.5,110832.0
66 ST LINCOLN,20151003,144588.0,139377.0
66 ST LINCOLN,20151031,140563.5,135479.5
66 ST LINCOLN,20151128,134686.5,135213.0
66 ST LINCOLN,20151226,109760.0,114700.0
66 ST LINCOLN,20160123,126502.0,127506.5
66 ST LINCOLN,20160220,118334.5,117605.0
66 ST LINCOLN,20160319,134891.0,129734.0
66 ST LINCOLN,20160416,134002.5,129407.5
66 ST LINCOLN,20160514,134917.0,128613.5
66 ST LINCOLN,20160611,122875.0,118431.0
66 ST LINCOLN,20160709,110026.0,101841.5
66 ST LINCOLN,20160806,100817.0,94198.0
66 ST LINCOLN,20160903,116174.5,103659.0
66 ST LINCOLN,20161001,132495.5,129933.5
66 ST LINCOLN,20161029,136543.0,130433.0
66 ST LINCOLN,20161126,134576.5,133193.0
66 ST LINCOLN,20161224,117365.0,117532.5
66 ST LINCOLN,20170121,119035.0,118112.0
66 ST LINCOLN,20170218,114077.0,114129.0
66 ST LINCOLN,20170318,131320.0,128082.5
67 AV,20150404,54809.5,23671.5
67 AV,20150502,56367.5,24989.5
67 AV,20150530,55101.0,23984.0
67 AV,20150627,49422.0,21711.0
67 AV,20150725,47923.5,20021.5
67 AV,20150822,46989.0,20015.0
67 AV,20150919,54774.5,23935.5
67 AV,20151017,58581.5,26263.0
67 AV,20151114,58159.0,28431.5
67 AV,20151212,53272.0,25586.0
67 AV,20160109,55645.5,27564.5
67 AV,20160206,57147.5,28714.5
67 AV,20160305,57794.0,27339.0
67 AV,20160402,55544.5,24525.0
67 AV,20160430,54164.0,23434.0
67 AV,20160528,54093.5,23234.0
67 AV,20160625,50040.0,21144.5
67 AV,20160723,48978.0,20587.5
67 AV,20160820,45935.5,18972.0
67 AV,20160917,53975.5,22967.0
67 AV,20161015,54487.0,23696.0
67 AV,20161112,55547.5,26835.0
67 AV,20161210,56607.0,26157.5
67 AV,20170107,52760.5,25052.0
67 AV,20170204,53757.0,25336.5
67 AV,20170304,55819.5,25491.5
67 AV,20150404,54678.0,33342.0
7 AV,20150418,57889.5,48420.5
7 AV,20150516,58105.5,48295.0
7 AV,20150613,55115.5,47088.0
7 AV,20150711,52209.0,45449.5
7 AV,20150808,48209.5,42170.5
7 AV,20150905,52345.0,44831.5
7 AV,20151003,57381.0,48649.0
7 AV,20151031,57016.0,46825.5
7 AV,20151128,56546.0,44972.5
7 AV,20151226,178755.5,141579.0
7 AV,20160123,198635.5,151049.0
7 AV,20160220,206663.0,155448.5
7 AV,20160319,218814.0,170639.5
7 AV,20160416,224751.5,174158.5
7 AV,20160514,217612.5,167241.5
7 AV,20160611,217530.0,170108.0
7 AV,20160709,208070.5,172374.0
7 AV,20160806,194749.5,175753.0
7 AV,20160903,199474.5,178442.5
7 AV,20161001,215911.5,191276.0
7 AV,20161029,222229.0,196862.0
7 AV,20161126,218973.5,193690.0
7 AV,20161224,200469.5,174834.5
7 AV,20170121,205973.0,180283.5
7 AV,20170218,213652.0,186989.5
7 AV,20170318,213850.5,191984.5
71 ST,20150404,24463.5,10523.5
71 ST,20150502,26925.5,10026.5
71 ST,20150530,26288.5,9072.5
71 ST,20150627,27934.5,10829.0
71 ST,20150725,29753.5,12113.0
71 ST,20150822,28541.0,10647.0
71 ST,20150919,31386.0,11110.0
71 ST,20151017,29144.0,11009.0
71 ST,20151114,31009.0,13379.0
