STATION,TIME,ENTRIES,EXITS
CORTELYOU RD,20160402,38850.5,10549.0
CORTELYOU RD,20160430,38852.5,10365.5
CORTELYOU RD,20160528,37881.0,11160.5
CORTELYOU RD,20160625,36384.0,10133.5
CORTELYOU RD,20160723,35223.5,9812.0
CORTELYOU RD,20160820,33554.5,9308.5
CORTELYOU RD,20160917,36879.5,9869.0
CORTELYOU RD,20161015,38287.5,10921.0
CORTELYOU RD,20161112,37915.0,11635.0
CORTELYOU RD,20161210,39487.5,11242.0
CORTELYOU RD,20170107,37940.0,10844.5
CORTELYOU RD,20170204,38911.0,11205.0
CORTELYOU RD,20170304,38928.0,11147.0
CORTELYOU RD,20150404,45850.5,23288.0
CORTLANDT ST,20150418,50603.0,37312.5
CORTLANDT ST,20150516,51761.5,38165.5
CORTLANDT ST,20150613,54881.0,41448.0
CORTLANDT ST,20150711,53636.0,43403.0
CORTLANDT ST,20150808,52249.0,41929.0
CORTLANDT ST,20150905,49631.0,39520.5
CORTLANDT ST,20151003,55551.5,44011.0
CORTLANDT ST,20151031,52525.5,40882.0
CORTLANDT ST,20151128,48838.0,45166.5
CORTLANDT ST,20151226,41684.0,37132.0
CORTLANDT ST,20160123,42888.0,35318.5
CORTLANDT ST,20160220,47313.5,38644.0
CORTLANDT ST,20160319,60532.5,44087.5
CORTLANDT ST,20160416,60779.5,45496.0
CORTLANDT ST,20160514,63139.5,46809.0
CORTLANDT ST,20160611,71823.0,53878.0
CORTLANDT ST,20160709,88867.0,62923.0
CORTLANDT ST,20160806,93897.0,66231.0
CORTLANDT ST,20160903,101840.0,71231.5
CORTLANDT ST,20161001,107139.0,74819.5
CORTLANDT ST,20161029,107762.5,76584.0
CORTLANDT ST,20161126,79616.5,57266.0
CORTLANDT ST,20161224,100314.0,70187.0
CORTLANDT ST,20170121,93525.5,71957.5
CORTLANDT ST,20170218,95956.5,74074.0
CORTLANDT ST,20170318,111066.5,84887.0
COURT SQ,20150404,76816.5,61316.5
COURT SQ,20150502,80209.5,64976.5
COURT SQ,20150530,73875.5,63081.0
COURT SQ,20150627,68893.5,60757.0
COURT SQ,20150725,69345.0,61903.0
COURT SQ,20150822,66298.0,59298.5
COURT SQ,20150919,81163.0,66782.5
COURT SQ,20151017,85630.0,69282.0
COURT SQ,20151114,85304.0,64156.0
COURT SQ,20151212,67452.0,55644.5
COURT SQ,20160109,77017.0,62099.5
COURT SQ,20160206,78515.0,64575.0
COURT SQ,20160305,84726.0,65668.0
COURT SQ,20160402,81237.0,62452.0
COURT SQ,20160430,80255.0,63331.0
COURT SQ,20160528,79772.5,65765.5
COURT SQ,20160625,73572.5,62973.0
COURT SQ,20160723,73707.0,63614.0
COURT SQ,20160820,69003.0,59688.0
COURT SQ,20160917,86691.5,70782.5
COURT SQ,20161015,86686.0,66764.0
COURT SQ,20161112,87692.5,68479.5
COURT SQ,20161210,78353.5,63720.5
COURT SQ,20170107,81397.5,66245.0
COURT SQ,20170204,77420.5,62964.5
COURT SQ,20170304,82928.5,64152.0
COURT SQ,20150404,66409.0,39496.0
COURT SQ 23 ST,20150418,47680.0,17422.5
COURT SQ 23 ST,20150516,45815.0,18493.5
COURT SQ 23 ST,20150613,45945.0,18132.0
COURT SQ 23 ST,20150711,43074.0,14903.0
COURT SQ 23 ST,20150808,41216.0,13551.0
COURT SQ 23 ST,20150905,43327.5,14599.5
COURT SQ 23 ST,20151003,43994.0,14627.5
COURT SQ 23 ST,20151031,52262.0,16330.0
COURT SQ 23 ST,20151128,48908.0,16314.5
COURT SQ 23 ST,20151226,39135.5,13259.5
COURT SQ 23 ST,20160123,43610.5,14534.5
COURT SQ 23 ST,20160220,43391.5,14224.5
COURT SQ 23 ST,20160319,46492.5,15525.5
COURT SQ 23 ST,20160416,46883.5,14904.0
COURT SQ 23 ST,20160514,42142.0,13768.0
COURT SQ 23 ST,20160611,41891.0,12779.5
COURT SQ 23 ST,20160709,40859.0,12244.0
COURT SQ 23 ST,20160806,38740.0,11302.0
COURT SQ 23 ST,20160903,42044.5,12845.0
COURT SQ 23 ST,20161001,43335.5,13015.0
COURT SQ 23 ST,20161029,52860.5,15730.5
COURT SQ 23 ST,20161126,51235.0,15840.0
COURT SQ 23 ST,20161224,41896.0,13271.0
COURT SQ 23 ST,20170121,43852.5,13222.5
COURT SQ 23 ST,20170218,49705.5,15500.0
COURT SQ 23 ST,20170318,51117.0,15475.5
CRESCENT ST,20150404,30595.0,27362.5
CRESCENT ST,20150502,32147.0,29685.5
CRESCENT ST,20150530,30848.0,28573.0
CRESCENT ST,20150627,28798.0,26675.0
CRESCENT ST,20150725,28705.0,26514.0
CRESCENT ST,20150822,28264.5,26165.5
CRESCENT ST,20150919,31718.0,29669.5
CRESCENT ST,20151017,32344.5,30139.0
CRESCENT ST,20151114,31145.5,28191.5
CRESCENT ST,20151212,29147.0,26504.0
CRESCENT ST,20160109,27875.5,26221.0
CRESCENT ST,20160206,29835.5,27234.5
CRESCENT ST,20160305,30814.5,28197.5
CRESCENT ST,20160402,30909.5,28982.0
CRESCENT ST,20160430,30667.5,28759.5
CRESCENT ST,20160528,30260.0,28838.5
CRESCENT ST,20160625,29371.0,27286.0
CRESCENT ST,20160723,28823.0,27089.0
CRESCENT ST,20160820,27753.0,25878.0
CRESCENT ST,20160917,32010.0,29568.0
CRESCENT ST,20161015,31908.5,29752.5
CRESCENT ST,20161112,30443.0,27779.0
CRESCENT ST,20161210,29420.0,27055.0
CRESCENT ST,20170107,26874.0,24997.0
CRESCENT ST,20170204,23151.0,21752.0
CRESCENT ST,20170304,29569.0,27672.0
CRESCENT ST,20150404,88129.5,60616.5
CROWN HTS UTICA,20150418,177131.5,109791.5
CROWN HTS UTICA,20150516,163327.5,102810.0
CROWN HTS UTICA,20150613,162382.0,102779.5
CROWN HTS UTICA,20150711,162112.5,102298.0
CROWN HTS UTICA,20150808,149556.5,94137.0
CROWN HTS UTICA,20150905,167014.0,106416.5
CROWN HTS UTICA,20151003,168219.0,104486.0
CROWN HTS UTICA,20151031,180149.0,119166.5
CROWN HTS UTICA,20151128,179828.0,120003.5
CROWN HTS UTICA,20151226,155955.5,102707.0
CROWN HTS UTICA,20160123,98001798.5,965197785.0
CROWN HTS UTICA,20160220,176452.0,130936.0
CROWN HTS UTICA,20160319,163114.0,97332.5
CROWN HTS UTICA,20160416,162493.0,97382.0
CROWN HTS UTICA,20160514,162451.0,97853.0
CROWN HTS UTICA,20160611,169918.5,103673.5
CROWN HTS UTICA,20160709,148569.5,92065.0
CROWN HTS UTICA,20160806,144920.5,90783.5
CROWN HTS UTICA,20160903,152032.5,98291.5
CROWN HTS UTICA,20161001,179168.0,106866.0
CROWN HTS UTICA,20161029,197130.5,122883.0
CROWN HTS UTICA,20161126,196734.5,126753.5
CROWN HTS UTICA,20161224,178790.0,115694.0
CROWN HTS UTICA,20170121,182785.0,118307.5
CROWN HTS UTICA,20170218,196121.5,125939.5
CROWN HTS UTICA,20170318,184767.0,109643.5
CYPRESS AV,20150404,22826.0,14150.0
CYPRESS AV,20150502,23382.5,14730.5
CYPRESS AV,20150530,23599.0,14908.5
CYPRESS AV,20150627,20985.5,13675.5
CYPRESS AV,20150725,22075.0,14108.0
CYPRESS AV,20150822,21009.0,13801.5
CYPRESS AV,20150919,23760.0,14930.5
CYPRESS AV,20151017,24251.5,14906.0
CYPRESS AV,20151114,24238.0,15072.0
CYPRESS AV,20151212,22585.0,14154.5
CYPRESS AV,20160109,22963.5,14515.0
CYPRESS AV,20160206,23015.0,14187.0
CYPRESS AV,20160305,23482.5,13899.0
CYPRESS AV,20160402,23731.0,13351.5
CYPRESS AV,20160430,24731.0,14034.0
CYPRESS AV,20160528,24696.5,14275.0
CYPRESS AV,20160625,22802.5,13860.0
CYPRESS AV,20160723,22661.5,13015.0
CYPRESS AV,20160820,21132.0,12929.0
CYPRESS AV,20160917,24263.0,14046.0
CYPRESS AV,20161015,24453.5,14162.5
CYPRESS AV,20161112,23908.5,13898.0
CYPRESS AV,20161210,23824.0,13888.0
CYPRESS AV,20170107,22821.5,13412.5
CYPRESS AV,20170204,22693.0,13247.0
CYPRESS AV,20170304,23281.5,13210.5
CYPRESS AV,20150404,16226.5,9127.0
CYPRESS HILLS,20150418,9110.5,5012.0
CYPRESS HILLS,20150516,8899.0,5006.0
CYPRESS HILLS,20150613,8577.0,4852.0
CYPRESS HILLS,20150711,7854.0,4547.0
CYPRESS HILLS,20150808,7644.0,4474.0
CYPRESS HILLS,20150905,8091.5,4719.0
CYPRESS HILLS,20151003,8995.5,5056.0
CYPRESS HILLS,20151031,9202.5,5310.5
CYPRESS HILLS,20151128,9319.5,5304.0
CYPRESS HILLS,20151226,7882.5,4580.5
CYPRESS HILLS,20160123,8618.0,4890.0
CYPRESS HILLS,20160220,9265.0,5303.0
CYPRESS HILLS,20160319,9317.0,4883.0
CYPRESS HILLS,20160416,9066.0,4813.0
CYPRESS HILLS,20160514,9169.5,4901.5
CYPRESS HILLS,20160611,8658.5,4892.5
CYPRESS HILLS,20160709,8069.5,4659.0
CYPRESS HILLS,20160806,7765.0,4555.5
CYPRESS HILLS,20160903,8330.0,4669.5
CYPRESS HILLS,20161001,8467.5,4645.0
CYPRESS HILLS,20161029,9052.5,5220.5
CYPRESS HILLS,20161126,9288.0,5086.5
CYPRESS HILLS,20161224,8268.0,4557.0
CYPRESS HILLS,20170121,8048.0,4591.0
CYPRESS HILLS,20170218,8833.5,5144.5
CYPRESS HILLS,20170318,8071.0,4586.0
DEKALB AV,20150404,174921.0,72274.0
DEKALB AV,20150502,168887.0,69263.0
DEKALB AV,20150530,167895.0,65185.0
DEKALB AV,20150627,155316.0,60108.5
DEKALB AV,20150725,156075.5,70150.5
DEKALB AV,20150822,151087.5,59821.0
DEKALB AV,20150919,63828944.5,71553.5
DEKALB AV,20151017,186576.5,72852.0
DEKALB AV,20151114,189532.0,74297.5
DEKALB AV,20151212,172602.5,68882.0
DEKALB AV,20160109,171289.5,68430.0
DEKALB AV,20160206,185553.0,68894.0
DEKALB AV,20160305,182831.5,68516.5
DEKALB AV,20160402,180457.5,66494.5
DEKALB AV,20160430,178282.5,63672.5
DEKALB AV,20160528,175248.5,61533.5
DEKALB AV,20160625,169368.0,60882.0
DEKALB AV,20160723,160449.5,57471.5
DEKALB AV,20160820,155719.5,57255.0
DEKALB AV,20160917,190419.0,68686.0
DEKALB AV,20161015,190935.0,68243.5
DEKALB AV,20161112,195868.0,72056.5
DEKALB AV,20161210,196951.0,72338.0
DEKALB AV,20170107,186975.0,68210.0
DEKALB AV,20170204,196543.5,72305.0
DEKALB AV,20170304,201472.0,73829.5
DEKALB AV,20150404,117397.5,42439.0
DYCKMAN ST,20150418,43813.5,20683.0
DYCKMAN ST,20150516,42392.0,21650.0
DYCKMAN ST,20150613,42109.5,21281.0
DYCKMAN ST,20150711,39702.0,20094.0
DYCKMAN ST,20150808,38327.5,19684.5
DYCKMAN ST,20150905,39616.5,19773.5
DYCKMAN ST,20151003,44214.0,22262.0
DYCKMAN ST,20151031,42438.5,22832.5
DYCKMAN ST,20151128,46358.0,23794.5
DYCKMAN ST,20151226,74653.0,22437.5
DYCKMAN ST,20160123,83195.5,24790.5
DYCKMAN ST,20160220,84584.5,23150.5
DYCKMAN ST,20160319,84782.5,21637.0
DYCKMAN ST,20160416,86799.0,21949.5
DYCKMAN ST,20160514,84177.5,20024.5
DYCKMAN ST,20160611,82645.5,21282.5
DYCKMAN ST,20160709,74646.0,22043.5
DYCKMAN ST,20160806,75727.5,20124.0
DYCKMAN ST,20160903,80671.5,21382.5
DYCKMAN ST,20161001,81466.0,22843.5
DYCKMAN ST,20161029,86202.0,24492.5
DYCKMAN ST,20161126,87950.5,24301.5
DYCKMAN ST,20161224,79683.5,22721.0
DYCKMAN ST,20170121,81825.0,23527.0
DYCKMAN ST,20170218,84217.5,21872.5
DYCKMAN ST,20170318,84989.0,21719.5
E 149 ST,20150404,27108.0,22152.0
E 149 ST,20150502,27501.5,22662.5
E 149 ST,20150530,27515.0,22856.0
E 149 ST,20150627,25672.5,21119.0
E 149 ST,20150725,26237.5,21605.5
E 149 ST,20150822,27035.0,22168.0
E 149 ST,20150919,29723.5,23648.0
E 149 ST,20151017,29191.5,23106.0
E 149 ST,20151114,28463.5,23111.0
E 149 ST,20151212,26883.0,21679.5
E 149 ST,20160109,27082.5,22365.0
E 149 ST,20160206,27176.0,21439.0
E 149 ST,20160305,27766.0,21914.0
E 149 ST,20160402,29151.0,23485.5
E 149 ST,20160430,29357.5,23971.5
E 149 ST,20160528,29049.0,23723.0
E 149 ST,20160625,26546.0,21873.5
E 149 ST,20160723,25902.0,21110.5
E 149 ST,20160820,25532.0,20654.0
E 149 ST,20160917,29961.5,24185.5
E 149 ST,20161015,30116.0,24060.0
E 149 ST,20161112,29004.5,23377.0
E 149 ST,20161210,29067.0,23217.5
E 149 ST,20170107,27309.5,22259.0
E 149 ST,20170204,27677.5,22829.0
E 149 ST,20170304,28887.0,23087.0
E 149 ST,20150404,34705.0,26417.5
E 180 ST,20150418,49158.5,35715.5
E 180 ST,20150516,45964.5,33929.5
E 180 ST,20150613,47539.0,38437.0
E 180 ST,20150711,36007.0,35649.0
E 180 ST,20150808,39059.5,33273.0
E 180 ST,20150905,36918.5,35241.5
E 180 ST,20151003,49421.5,35263.0
E 180 ST,20151031,46362.0,32294.0
E 180 ST,20151128,45414.0,30822.5
E 180 ST,20151226,39023.5,27124.0
E 180 ST,20160123,40906.0,28354.5
E 180 ST,20160220,44101.0,30495.5
E 180 ST,20160319,48239.5,35655.5
E 180 ST,20160416,49984.5,35379.0
E 180 ST,20160514,49431.5,36803.0
E 180 ST,20160611,45709.0,32141.5
E 180 ST,20160709,44393.0,31274.5
E 180 ST,20160806,45935.5,33081.0
E 180 ST,20160903,48608.5,34451.0
E 180 ST,20161001,51612.5,35761.0
E 180 ST,20161029,51588.0,36088.5
E 180 ST,20161126,47089.5,31746.0
E 180 ST,20161224,42767.0,28945.5
E 180 ST,20170121,42454.5,28693.5
E 180 ST,20170218,46962.5,32528.0
E 180 ST,20170318,49016.0,34684.5
EAST 105 ST,20150404,22484.5,18982.5
EAST 105 ST,20150502,23389.0,19638.0
EAST 105 ST,20150530,22711.0,19087.5
EAST 105 ST,20150627,21432.5,18268.5
EAST 105 ST,20150725,21356.5,18627.5
EAST 105 ST,20150822,20464.5,17372.5
EAST 105 ST,20150919,23446.0,19447.5
EAST 105 ST,20151017,20742.0,16822.5
EAST 105 ST,20151114,20356.5,16817.5
EAST 105 ST,20151212,22500.0,18611.5
EAST 105 ST,20160109,21505.0,18199.5
EAST 105 ST,20160206,22712.0,18734.5
EAST 105 ST,20160305,23033.0,18994.0
EAST 105 ST,20160402,21842.0,18212.0
EAST 105 ST,20160430,22252.5,18682.5
EAST 105 ST,20160528,23505.0,19514.5
EAST 105 ST,20160625,22043.5,18305.0
EAST 105 ST,20160723,21052.0,17612.0
EAST 105 ST,20160820,18589.5,15687.0
EAST 105 ST,20160917,23475.0,19199.0
EAST 105 ST,20161015,23796.0,19338.5
EAST 105 ST,20161112,23507.0,19810.0
EAST 105 ST,20161210,22966.0,19368.5
EAST 105 ST,20170107,21245.5,17843.0
EAST 105 ST,20170204,21738.0,17990.5
EAST 105 ST,20170304,23187.0,19229.5
EAST 105 ST,20150404,36547.5,22187.5
EAST BRDWAY,20150418,84232.5,40691.5
EAST BRDWAY,20150516,83723.0,39522.5
EAST BRDWAY,20150613,80480.0,38184.5
EAST BRDWAY,20150711,75258.0,35639.0
EAST BRDWAY,20150808,74742.0,38339.5
EAST BRDWAY,20150905,76417.5,37186.0
EAST BRDWAY,20151003,83066.5,38859.5
EAST BRDWAY,20151031,87605.5,42315.0
EAST BRDWAY,20151128,90072.5,41527.0
EAST BRDWAY,20151226,82036.0,41133.0
EAST BRDWAY,20160123,86811.5,42391.0
EAST BRDWAY,20160220,83432.5,40525.5
EAST BRDWAY,20160319,84484.5,40480.0
EAST BRDWAY,20160416,86413.5,41040.0
EAST BRDWAY,20160514,86032.0,40558.0
EAST BRDWAY,20160611,83793.0,40724.0
EAST BRDWAY,20160709,80087.0,40442.0
EAST BRDWAY,20160806,76624.0,37036.0
EAST BRDWAY,20160903,80728.0,37791.0
EAST BRDWAY,20161001,85018.5,39717.0
EAST BRDWAY,20161029,88228.0,39091.5
EAST BRDWAY,20161126,91605.5,39057.0
EAST BRDWAY,20161224,80309.5,36667.5
EAST BRDWAY,20170121,80632.5,37917.0
EAST BRDWAY,20170218,73676.5,32043.0
EAST BRDWAY,20170318,84313.0,37936.0
ELDER AV,20150404,38827.0,32312.5
ELDER AV,20150502,41015.0,33148.0
ELDER AV,20150530,39502.5,32839.5
ELDER AV,20150627,36816.5,30922.5
ELDER AV,20150725,37204.0,31130.5
ELDER AV,20150822,36392.5,30399.5
ELDER AV,20150919,39935.5,32793.0
ELDER AV,20151017,37455.0,30838.5
ELDER AV,20151114,39009.0,31419.0
ELDER AV,20151212,38313.5,30724.0
ELDER AV,20160109,37078.0,30761.5
ELDER AV,20160206,38853.5,31168.5
ELDER AV,20160305,40668.5,32553.5
ELDER AV,20160402,41272.5,33111.5
ELDER AV,20160430,40995.5,32674.5
ELDER AV,20160528,39850.0,32213.5
ELDER AV,20160625,37306.5,30836.5
ELDER AV,20160723,36748.5,30119.5
ELDER AV,20160820,1203336.0,667317.0
ELDER AV,20160917,40047.5,31764.5
ELDER AV,20161015,40772.5,32675.0
ELDER AV,20161112,40682.5,31722.0
ELDER AV,20161210,40149.0,31628.0
ELDER AV,20170107,37899.5,30794.5
ELDER AV,20170204,38461.0,31153.0
ELDER AV,20170304,40410.0,32628.5
ELDER AV,20150404,59672.5,24096.0
ELMHURST AV,20150418,83991.0,16514.5
ELMHURST AV,20150516,84635.0,19699.5
ELMHURST AV,20150613,83539.5,18881.0
ELMHURST AV,20150711,76707.5,16911.5
ELMHURST AV,20150808,70414.0,15511.5
ELMHURST AV,20150905,79479.5,17450.0
ELMHURST AV,20151003,84004.5,17354.0
ELMHURST AV,20151031,87570.5,19777.0
ELMHURST AV,20151128,86697.5,19539.5
ELMHURST AV,20151226,81323.5,18282.0
ELMHURST AV,20160123,81854.0,19143.0
ELMHURST AV,20160220,85529.5,19078.5
ELMHURST AV,20160319,82555.0,15820.5
ELMHURST AV,20160416,80081.5,15691.0
ELMHURST AV,20160514,76144.5,14760.0
ELMHURST AV,20160611,80806.0,16584.0
ELMHURST AV,20160709,78837.0,15820.5
ELMHURST AV,20160806,75106.0,15438.5
ELMHURST AV,20160903,72448.0,13700.0
ELMHURST AV,20161001,74081.0,16817.0
ELMHURST AV,20161029,82657.0,17422.5
ELMHURST AV,20161126,83161.0,18007.0
ELMHURST AV,20161224,77189.0,17224.5
ELMHURST AV,20170121,78070.5,17430.0
ELMHURST AV,20170218,79592.5,17705.0
ELMHURST AV,20170318,781011.0,708357.0
EUCLID AV,20150404,64597.5,16119.5
EUCLID AV,20150502,66568.5,16684.0
EUCLID AV,20150530,64598.5,16787.5
EUCLID AV,20150627,59397.0,15282.0
EUCLID AV,20150725,60392.0,15815.5
EUCLID AV,20150822,58186.5,15265.0
EUCLID AV,20150919,68658.5,17236.0
EUCLID AV,20151017,70708.0,18726.5
EUCLID AV,20151114,71159.0,19735.5
EUCLID AV,20151212,65690.5,17935.5
EUCLID AV,20160109,65625.5,17446.0
EUCLID AV,20160206,77108.5,19720.5
EUCLID AV,20160305,69004.5,17355.5
EUCLID AV,20160402,66651.0,16558.0
EUCLID AV,20160430,65818.5,16383.0
EUCLID AV,20160528,65798.0,16611.0
EUCLID AV,20160625,59902.5,15764.5
EUCLID AV,20160723,59203.5,15668.0
EUCLID AV,20160820,57430.0,15190.5
EUCLID AV,20160917,66028.0,16729.5
EUCLID AV,20161015,66766.5,17216.0
EUCLID AV,20161112,67087.5,18322.0
EUCLID AV,20161210,66226.0,17660.5
EUCLID AV,20170107,62788.5,17592.5
EUCLID AV,20170204,64812.5,17816.5
EUCLID AV,20170304,66630.5,17622.0
EUCLID AV,20150404,73572.5,46000.5
EXCHANGE PLACE,20150418,86436.0,81258.0
EXCHANGE PLACE,20150516,109208.0,84382.0
EXCHANGE PLACE,20150613,88085.0,77255.0
EXCHANGE PLACE,20150711,104107.5,87949.5
EXCHANGE PLACE,20150808,88790.0,82049.0
EXCHANGE PLACE,20150905,222613.5,103280.5
EXCHANGE PLACE,20151003,136913.5,89272.0
EXCHANGE PLACE,20151031,89060.5,82911.5
EXCHANGE PLACE,20151128,86775.0,79599.5
EXCHANGE PLACE,20151226,73010.0,68848.0
EXCHANGE PLACE,20160123,86672.5,81345.0
EXCHANGE PLACE,20160220,89094.5,82092.5
EXCHANGE PLACE,20160319,89976.5,84129.5
EXCHANGE PLACE,20160416,91629.0,85094.5
EXCHANGE PLACE,20160514,98657.0,86695.5
EXCHANGE PLACE,20160611,94019.0,87502.5
EXCHANGE PLACE,20160709,95913.5,89215.0
EXCHANGE PLACE,20160806,95462.5,90859.0
EXCHANGE PLACE,20160903,93810.0,88179.0
EXCHANGE PLACE,20161001,99803.5,97524.5
EXCHANGE PLACE,20161029,100575.0,172342.0
EXCHANGE PLACE,20161126,100175.0,363401.5
EXCHANGE PLACE,20161224,83289.5,79140.0
EXCHANGE PLACE,20170121,100961.5,95517.0
EXCHANGE PLACE,20170218,93939.0,90466.0
EXCHANGE PLACE,20170318,166423.0,119769.0
FAR ROCKAWAY,20150404,28388.5,25882.5
FAR ROCKAWAY,20150502,29657.0,27352.0
FAR ROCKAWAY,20150530,28942.5,27088.5
FAR ROCKAWAY,20150627,28632.5,27061.0
FAR ROCKAWAY,20150725,28625.0,27049.0
FAR ROCKAWAY,20150822,27840.5,26561.5
FAR ROCKAWAY,20150919,28812.5,26864.5
FAR ROCKAWAY,20151017,30167.0,27373.0
FAR ROCKAWAY,20151114,31323.5,30031.0
FAR ROCKAWAY,20151212,29524.0,28525.5
FAR ROCKAWAY,20160109,28571.5,27878.5
FAR ROCKAWAY,20160206,29698.5,28744.0
FAR ROCKAWAY,20160305,29724.0,28049.0
FAR ROCKAWAY,20160402,29138.0,26865.5
FAR ROCKAWAY,20160430,29071.0,26698.5
FAR ROCKAWAY,20160528,28985.5,27038.5
FAR ROCKAWAY,20160625,28158.0,26951.0
FAR ROCKAWAY,20160723,27874.5,26633.0
FAR ROCKAWAY,20160820,27396.0,25905.5
FAR ROCKAWAY,20160917,30223.5,27451.0
FAR ROCKAWAY,20161015,29609.0,27317.0
FAR ROCKAWAY,20161112,29765.5,29134.0
FAR ROCKAWAY,20161210,29780.5,28768.5
FAR ROCKAWAY,20170107,28250.5,27543.0
FAR ROCKAWAY,20170204,29091.5,28292.5
FAR ROCKAWAY,20170304,29105.5,27705.5
FAR ROCKAWAY,20150404,47009.5,28554.0
FLUSHING AV,20150418,78021.5,36807.5
FLUSHING AV,20150516,75218.0,35986.0
FLUSHING AV,20150613,69615.0,34188.0
FLUSHING AV,20150711,66109.0,32041.5
FLUSHING AV,20150808,65022.5,30719.0
FLUSHING AV,20150905,67207.5,31691.5
FLUSHING AV,20151003,70716.0,31696.5
FLUSHING AV,20151031,72166.0,33543.0
FLUSHING AV,20151128,71353.0,32524.5
FLUSHING AV,20151226,63538.5,29427.5
FLUSHING AV,20160123,66458.0,30763.5
FLUSHING AV,20160220,68765.5,32096.5
FLUSHING AV,20160319,72438.0,33120.0
FLUSHING AV,20160416,71366.5,32745.0
FLUSHING AV,20160514,71353.5,31886.0
FLUSHING AV,20160611,70249.0,31504.5
FLUSHING AV,20160709,66994.0,29952.5
FLUSHING AV,20160806,64289.5,29196.0
FLUSHING AV,20160903,66824.5,30065.5
FLUSHING AV,20161001,69223.5,30335.5
FLUSHING AV,20161029,70258.0,31408.5
FLUSHING AV,20161126,66368.0,29909.0
FLUSHING AV,20161224,61407.0,28552.0
FLUSHING AV,20170121,63840.0,30188.5
FLUSHING AV,20170218,67986.5,31449.5
FLUSHING AV,20170318,69684.0,33362.5
FORDHAM RD,20150404,138139.0,45102.0
FORDHAM RD,20150502,142741.5,45265.0
FORDHAM RD,20150530,137753.5,43058.0
FORDHAM RD,20150627,135181.5,43343.5
FORDHAM RD,20150725,134902.0,42890.5
FORDHAM RD,20150822,130132.0,41126.5
FORDHAM RD,20150919,143354.5,42543.5
FORDHAM RD,20151017,146290.5,47930.5
FORDHAM RD,20151114,152943.0,46363.0
FORDHAM RD,20151212,142028.5,44146.0
FORDHAM RD,20160109,135890.0,44190.0
FORDHAM RD,20160206,147406.0,45299.5
FORDHAM RD,20160305,148255.0,44547.0
FORDHAM RD,20160402,139510.0,42021.5
FORDHAM RD,20160430,140967.0,41862.5
FORDHAM RD,20160528,138510.5,41399.5
FORDHAM RD,20160625,133804.0,43749.5
FORDHAM RD,20160723,133426.5,42715.5
FORDHAM RD,20160820,125527.5,41421.5
FORDHAM RD,20160917,142319.0,43247.0
FORDHAM RD,20161015,144887.5,43339.5
FORDHAM RD,20161112,154898.5,48162.5
FORDHAM RD,20161210,146695.0,46893.0
FORDHAM RD,20170107,137865.5,42936.5
FORDHAM RD,20170204,143304.0,44210.5
FORDHAM RD,20170304,141590.0,44612.0
FORDHAM RD,20150404,79175.5,29163.5
FOREST AV,20150418,27121.0,16844.0
FOREST AV,20150516,26088.5,16142.5
FOREST AV,20150613,23396.0,14381.5
FOREST AV,20150711,23959.0,14599.5
FOREST AV,20150808,23314.5,14396.0
FOREST AV,20150905,25063.5,15623.5
FOREST AV,20151003,26854.5,16562.5
FOREST AV,20151031,26611.0,16151.0
FOREST AV,20151128,26580.0,15784.5
FOREST AV,20151226,22607.5,14194.5
FOREST AV,20160123,24896.0,15292.0
FOREST AV,20160220,25302.5,15641.5
FOREST AV,20160319,25859.0,16699.5
FOREST AV,20160416,26008.0,16742.0
FOREST AV,20160514,25177.5,16648.5
FOREST AV,20160611,25259.5,16479.5
FOREST AV,20160709,23939.5,15552.5
FOREST AV,20160806,23445.5,15326.0
FOREST AV,20160903,25367.5,16316.0
FOREST AV,20161001,25738.5,16827.0
FOREST AV,20161029,26153.0,16487.5
FOREST AV,20161126,25516.5,15747.0
FOREST AV,20161224,22738.0,14327.5
FOREST AV,20170121,23667.0,15203.5
FOREST AV,20170218,23810.5,14757.5
FOREST AV,20170318,21828.5,13975.0
FOREST HILLS 71,20150404,167381.0,68193.5
FOREST HILLS 71,20150502,171698.0,72090.5
FOREST HILLS 71,20150530,166121.0,69134.0
FOREST HILLS 71,20150627,155713.0,66312.5
FOREST HILLS 71,20150725,160194.0,68206.0
FOREST HILLS 71,20150822,148481.5,68826.5
FOREST HILLS 71,20150919,162871.5,76686.0
FOREST HILLS 71,20151017,169289.5,78662.0
FOREST HILLS 71,20151114,164416.0,76020.0
FOREST HILLS 71,20151212,151430.5,69566.5
FOREST HILLS 71,20160109,150833.0,69428.5
FOREST HILLS 71,20160206,157895.0,74410.0
FOREST HILLS 71,20160305,162385.0,76077.5
FOREST HILLS 71,20160402,168979.0,80655.5
FOREST HILLS 71,20160430,171021.5,82561.0
FOREST HILLS 71,20160528,163543.0,76709.5
FOREST HILLS 71,20160625,155726.0,76459.0
FOREST HILLS 71,20160723,152813.0,74425.5
FOREST HILLS 71,20160820,144387.5,69435.0
FOREST HILLS 71,20160917,165801.0,79423.5
FOREST HILLS 71,20161015,164299.0,78585.5
FOREST HILLS 71,20161112,162995.0,75127.5
FOREST HILLS 71,20161210,160071.5,71266.5
FOREST HILLS 71,20170107,148630.0,68726.0
FOREST HILLS 71,20170204,151771.5,71551.0
FOREST HILLS 71,20170304,164181.0,76709.0
FOREST HILLS 71,20150404,145377.5,77774.5
FRANKLIN AV,20150418,129226.5,85552.0
FRANKLIN AV,20150516,124642.0,81241.5
